@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"WinterWyvern","Huskar","ArcWarden","Leshrac","FacelessVoid",2,471,"win"
"DrowRanger","PhantomLancer","Timbersaw","StormSpirit","OgreMagi",-35,1933,"lose"
"DeathProphet","KeeperoftheLight","PhantomAssassin","Lifestealer","Tiny",35,1933,"win"
"Pudge","Slark","Bloodseeker","PhantomAssassin","Necrophos",27,2858,"win"
"Anti-Mage","Tinker","VengefulSpirit","Mirana","Timbersaw",-27,2858,"lose"
"Necrophos","Timbersaw","Bloodseeker","Alchemist","Pudge",34,1765,"win"
"Sven","Mirana","Tinker","LegionCommander","ShadowFiend",32,2467,"win"
"Pudge","DrowRanger","Puck","Luna","Earthshaker",40,1993,"win"
"Rubick","Tinker","BountyHunter","FacelessVoid","Silencer",-40,1993,"lose"
"Mirana","Juggernaut","Jakiro","OutworldDevourer","Bristleback",17,1879,"win"
"OgreMagi","Riki","Weaver","DrowRanger","Alchemist",-17,1879,"lose"
"DarkSeer","Nature'sProphet","FacelessVoid","Invoker","AncientApparition",-28,2806,"lose"
"Mirana","Anti-Mage","Morphling","Pudge","Axe",28,2806,"win"
"Lich","PhantomAssassin","Magnus","Necrophos","Earthshaker",8,2587,"win"
"Meepo","Anti-Mage","Sven","Pudge","Warlock",-8,2587,"lose"
"CrystalMaiden","Axe","WitchDoctor","Sniper","Meepo",-13,2717,"lose"
"ShadowFiend","Earthshaker","Juggernaut","Omniknight","Broodmother",13,2717,"win"
"CrystalMaiden","Juggernaut","Timbersaw","DragonKnight","EmberSpirit",-16,3888,"win"
"Luna","PhantomAssassin","Lion","StormSpirit","DrowRanger",-8,3821,"lose"
"EarthSpirit","Slark","Lifestealer","Brewmaster","Puck",8,3821,"win"
"FacelessVoid","PhantomAssassin","Lion","Slardar","QueenofPain",29,1702,"win"
"Invoker","WraithKing","Huskar","DrowRanger","Pudge",-29,1702,"lose"
"CentaurWarrunner","Slark","ElderTitan","Morphling","Pudge",12,1679,"win"
"Silencer","DrowRanger","Razor","Timbersaw","Abaddon",-14,3756,"win"
"LegionCommander","Pudge","Necrophos","Techies","Riki",14,3756,"lose"
"Mirana","Rubick","Pudge","VengefulSpirit","Morphling",28,2507,"win"
"SandKing","NyxAssassin","FacelessVoid","Invoker","LegionCommander",-28,2507,"lose"
"Invoker","Slark","Bloodseeker","SpiritBreaker","Mirana",25,2167,"win"
"Silencer","Juggernaut","Sniper","Anti-Mage","Medusa",-25,2167,"lose"
"PhantomAssassin","Huskar","Juggernaut","Pudge","PhantomLancer",-10,3241,"lose"
"Clinkz","DarkSeer","CrystalMaiden","WraithKing","Tiny",5,2234,"win"
"Slark","ShadowFiend","PhantomAssassin","Bloodseeker","Lina",-5,2234,"lose"
"StormSpirit","Clockwerk","Jakiro","Anti-Mage","SandKing",-27,2860,"lose"
"AncientApparition","LegionCommander","Zeus","Riki","WraithKing",27,2860,"win"
"Invoker","Meepo","Slark","Alchemist","Dazzle",12,1834,"win"
"Omniknight","Slark","Weaver","Axe","Invoker",-37,2371,"lose"
"Anti-Mage","Clinkz","Dazzle","Bristleback","Windranger",27,1871,"win"
"Bloodseeker","Alchemist","Sniper","Undying","Meepo",15,2333,"win"
"PhantomAssassin","WitchDoctor","Windranger","Nature'sProphet","Pudge",-15,2333,"lose"
"PhantomAssassin","Magnus","Lina","WinterWyvern","Enigma",-17,2536,"lose"
"Pudge","Abaddon","OutworldDevourer","Bloodseeker","Sniper",17,2536,"win"
"Anti-Mage","FacelessVoid","Windranger","SkywrathMage","LegionCommander",15,2536,"win"
"Nature'sProphet","Mirana","Clinkz","NightStalker","Silencer",-15,2536,"lose"
"OgreMagi","Lifestealer","ArcWarden","Slark","SkywrathMage",-8,2325,"lose"
"BountyHunter","Windranger","Alchemist","Oracle","PhantomAssassin",8,2325,"win"
"Huskar","Axe","Anti-Mage","OgreMagi","Omniknight",-28,1796,"lose"
"Silencer","Alchemist","Invoker","Nature'sProphet","CentaurWarrunner",28,1796,"win"
"Anti-Mage","PhantomAssassin","LegionCommander","Nature'sProphet","Tiny",27,2409,"win"
"Dazzle","Clinkz","Lycan","Zeus","Huskar",-27,2409,"lose"
"Anti-Mage","Phoenix","Enchantress","LegionCommander","WraithKing",-4,4091,"win"
"Weaver","Sven","Puck","Timbersaw","Riki",-5,3172,"lose"
"Zeus","Venomancer","Mirana","Windranger","DrowRanger",5,3172,"win"
"Enchantress","Bloodseeker","Huskar","DrowRanger","Sniper",24,1432,"win"
"Riki","Sven","Lich","EarthSpirit","Alchemist",19,2151,"win"
"Mirana","Slark","AncientApparition","Lifestealer","LegionCommander",-19,2151,"lose"
"PhantomAssassin","DarkSeer","Broodmother","Tinker","Phoenix",9,1774,"win"
"Bloodseeker","LegionCommander","FacelessVoid","OutworldDevourer","Huskar",-9,1774,"lose"
"Bloodseeker","Mirana","Luna","FacelessVoid","Rubick",24,2041,"win"
"Tiny","Alchemist","Earthshaker","Lifestealer","Invoker",-24,2041,"lose"
"Alchemist","DarkSeer","WitchDoctor","Slark","Pudge",-27,2111,"lose"
"Anti-Mage","AncientApparition","OgreMagi","Axe","Huskar",27,2111,"win"
"Windranger","Pudge","ShadowFiend","ShadowShaman","Nature'sProphet",-30,1760,"lose"
"Axe","CrystalMaiden","Luna","Juggernaut","Venomancer",30,1760,"win"
"Kunkka","Pudge","SandKing","LegionCommander","Sven",19,2493,"win"
"Alchemist","Anti-Mage","Sniper","Tinker","PhantomAssassin",-19,2493,"lose"
"DrowRanger","Lina","PhantomAssassin","Timbersaw","WitchDoctor",-27,2303,"lose"
"FacelessVoid","Slark","DragonKnight","Pudge","KeeperoftheLight",31,1939,"win"
"DragonKnight","Axe","StormSpirit","Mirana","Slark",27,1927,"win"
"Bristleback","EmberSpirit","Timbersaw","Pudge","LegionCommander",-27,1927,"lose"
"Slark","Omniknight","Riki","Necrophos","Viper",29,1565,"win"
"Luna","Clinkz","Ursa","Invoker","LegionCommander",-29,1565,"lose"
"Jakiro","CentaurWarrunner","StormSpirit","Omniknight","PhantomAssassin",-57,1909,"lose"
"Tinker","SpiritBreaker","Dazzle","Slark","Pudge",57,1909,"win"
"Bloodseeker","DrowRanger","Necrophos","Slark","Juggernaut",-6,3233,"lose"
"PhantomAssassin","Dazzle","Ursa","Tusk","TrollWarlord",23,2027,"win"
"SkywrathMage","Pudge","LegionCommander","Riki","Silencer",-23,2027,"lose"
"Mirana","Clockwerk","OgreMagi","Lifestealer","Rubick",9,3266,"win"
"Bane","QueenofPain","Invoker","DrowRanger","FacelessVoid",-9,3266,"lose"
"Tusk","CrystalMaiden","Pudge","Techies","Luna",-12,3673,"lose"
"Necrophos","Riki","LegionCommander","PhantomAssassin","SkywrathMage",26,2852,"win"
"Clinkz","Alchemist","PhantomLancer","BountyHunter","Anti-Mage",-26,2852,"lose"
"CrystalMaiden","PhantomAssassin","Pudge","Huskar","Axe",28,1394,"win"
"Slark","EmberSpirit","Alchemist","Bloodseeker","Sniper",-28,1394,"lose"
"Puck","WitchDoctor","Mirana","PhantomAssassin","Bane",8,3406,"win"
"Invoker","BountyHunter","Nature'sProphet","Timbersaw","Riki",-8,3406,"lose"
"OgreMagi","Timbersaw","CentaurWarrunner","Terrorblade","Pudge",3,2695,"win"
"Luna","Medusa","Earthshaker","SkywrathMage","FacelessVoid",-3,2695,"lose"
"Sven","ArcWarden","Luna","Nature'sProphet","Puck",6,256,"win"
"Venomancer","Morphling","Techies","Io","Medusa",-6,256,"lose"
"QueenofPain","Timbersaw","Lifestealer","DrowRanger","ShadowShaman",-46,2961,"lose"
"Riki","NyxAssassin","Zeus","PhantomAssassin","Pudge",46,2961,"win"
"Anti-Mage","Omniknight","Meepo","StormSpirit","PhantomAssassin",20,2421,"win"
"DrowRanger","Kunkka","Pudge","Omniknight","Bristleback",17,4124,"win"
"Axe","Juggernaut","Mirana","Lion","Viper",-17,4124,"lose"
"WraithKing","WinterWyvern","Earthshaker","Enchantress","PhantomAssassin",-21,3122,"lose"
"Spectre","Tiny","Tidehunter","Silencer","Sven",21,3122,"win"
"Sven","Earthshaker","BountyHunter","Riki","Invoker",7,3850,"lose"
"Abaddon","Tiny","Luna","Slardar","PhantomAssassin",-7,2265,"lose"
"DeathProphet","Alchemist","Sven","DrowRanger","Lion",7,2265,"win"
"Earthshaker","Alchemist","Invoker","SpiritBreaker","Juggernaut",-8,2822,"win"
"FacelessVoid","Axe","ShadowFiend","Disruptor","VengefulSpirit",8,2822,"lose"
"Huskar","Tiny","Enchantress","Weaver","StormSpirit",-14,2571,"lose"
"Invoker","SandKing","ArcWarden","NyxAssassin","Tusk",14,2571,"win"
"Lifestealer","Mirana","ShadowFiend","AncientApparition","Beastmaster",-22,2012,"lose"
"Slardar","Axe","Dazzle","Morphling","Huskar",22,2012,"win"
"Medusa","Weaver","PhantomAssassin","SpiritBreaker","BountyHunter",-6,3514,"win"
"LegionCommander","Zeus","Riki","Pudge","Juggernaut",6,3514,"lose"
"Techies","Puck","Windranger","LegionCommander","Riki",22,2417,"win"
"Nature'sProphet","Mirana","Slark","Juggernaut","NightStalker",-22,2417,"lose"
"ElderTitan","Weaver","Abaddon","Pudge","Sven",15,2809,"win"
"Slark","Clinkz","BountyHunter","Leshrac","Kunkka",21,2416,"win"
"Juggernaut","WinterWyvern","Morphling","Magnus","Beastmaster",-21,2416,"lose"
"ShadowFiend","Pudge","PhantomAssassin","TreantProtector","Slark",27,1978,"win"
"Razor","ChaosKnight","VengefulSpirit","Tiny","Lifestealer",-27,1978,"lose"
"Clinkz","Pudge","DragonKnight","Windranger","Anti-Mage",11,2308,"win"
"Slark","AncientApparition","Puck","Zeus","Axe",37,1803,"win"
"Timbersaw","ElderTitan","Visage","Tinker","Morphling",-37,1803,"lose"
"Zeus","Bloodseeker","Axe","Ursa","Necrophos",1,1074,"win"
"Clinkz","Beastmaster","VengefulSpirit","Rubick","ShadowFiend",-15,2346,"lose"
"Pudge","Earthshaker","Warlock","PhantomAssassin","NightStalker",15,2346,"win"
"NyxAssassin","ShadowFiend","Dazzle","Slark","LegionCommander",0,2870,"win"
"VengefulSpirit","Tinker","PhantomAssassin","Mirana","Timbersaw",0,2870,"lose"
"Lich","Mirana","Tiny","Enigma","OutworldDevourer",-10,3302,"lose"
"Juggernaut","Sven","Puck","TreantProtector","Clockwerk",10,3302,"win"
"Anti-Mage","Omniknight","Windranger","Earthshaker","FacelessVoid",-26,2469,"lose"
"Weaver","LoneDruid","Slark","NightStalker","ArcWarden",26,2469,"win"
"Slark","Omniknight","Meepo","Sven","Invoker",15,2213,"win"
"Gyrocopter","Spectre","NyxAssassin","Earthshaker","Lina",-15,2870,"lose"
"Juggernaut","Clockwerk","Zeus","Bloodseeker","Mirana",15,2870,"win"
"AncientApparition","Mirana","CrystalMaiden","Timbersaw","Juggernaut",9,2129,"win"
"Bristleback","OgreMagi","DeathProphet","Morphling","DrowRanger",5,2808,"win"
"Ursa","Mirana","WitchDoctor","Riki","PhantomLancer",-5,2808,"lose"
"Omniknight","ShadowFiend","LegionCommander","Axe","Slark",-28,1926,"lose"
"Gyrocopter","Necrophos","OgreMagi","Lifestealer","Windranger",28,1926,"win"
"Pudge","Spectre","Sniper","LegionCommander","Lich",5,3838,"lose"
"Tiny","Razor","Phoenix","PhantomAssassin","Riki",-5,3838,"win"
"FacelessVoid","Juggernaut","Windranger","Meepo","Omniknight",-17,1553,"lose"
"Venomancer","Ursa","PhantomAssassin","Earthshaker","Axe",17,1553,"win"
"Pudge","TrollWarlord","SpiritBreaker","Bloodseeker","DeathProphet",9,3417,"win"
"KeeperoftheLight","Earthshaker","Slardar","BountyHunter","DrowRanger",-10,2700,"lose"
"Juggernaut","LegionCommander","Slark","CrystalMaiden","Sniper",10,2700,"win"
"DrowRanger","Luna","Sven","Bristleback","Invoker",-6,2601,"lose"
"undefined","undefined","undefined","undefined","undefined",0,0,"lose"
"Zeus","Alchemist","DragonKnight","Lifestealer","Lion",14,2799,"win"
"StormSpirit","Pudge","Sniper","Clinkz","ShadowDemon",-11,2192,"lose"
"ShadowFiend","Anti-Mage","LegionCommander","Rubick","DarkSeer",11,2192,"win"
"Slark","Lifestealer","Batrider","KeeperoftheLight","StormSpirit",12,3028,"win"
"Tinker","Lion","Axe","Spectre","Mirana",-12,3028,"lose"
"ShadowShaman","StormSpirit","Silencer","Slark","Brewmaster",9,2141,"win"
"Juggernaut","Lich","DrowRanger","Pudge","Weaver",-9,2141,"lose"
"Sniper","BountyHunter","Razor","QueenofPain","DrowRanger",-19,2893,"win"
"Huskar","SpiritBreaker","Zeus","Invoker","Anti-Mage",-1,4899,"lose"
"Tinker","Sniper","Techies","Sven","Lifestealer",1,4899,"win"
"NightStalker","Alchemist","BountyHunter","Windranger","Zeus",-18,3386,"lose"
"Morphling","Bloodseeker","Viper","PhantomAssassin","Slark",18,3386,"win"
"Medusa","Necrophos","Windranger","Riki","Lycan",-26,2584,"lose"
"Mirana","Huskar","Axe","QueenofPain","Juggernaut",26,2584,"win"
"Timbersaw","Anti-Mage","DarkSeer","ShadowDemon","Silencer",1,2890,"win"
"Mirana","Axe","Timbersaw","Tinker","ArcWarden",5,3776,"lose"
"Sven","CrystalMaiden","Invoker","Windranger","Medusa",-5,3776,"win"
"StormSpirit","Enigma","Windranger","SpiritBreaker","Disruptor",-25,2037,"lose"
"Kunkka","Pudge","Sniper","ShadowDemon","Luna",25,2037,"win"
"WinterWyvern","EmberSpirit","VengefulSpirit","Invoker","Timbersaw",7,2768,"lose"
"WitchDoctor","FacelessVoid","Morphling","Alchemist","BountyHunter",-7,2768,"win"
"TrollWarlord","VengefulSpirit","Huskar","SandKing","Sniper",2,98,"lose"
"LegionCommander","Tinker","Luna","DrowRanger","WitchDoctor",-10,3857,"win"
"Rubick","Mirana","EmberSpirit","Bloodseeker","FacelessVoid",10,3857,"lose"
"BountyHunter","Mirana","Earthshaker","Juggernaut","EmberSpirit",3,163,"lose"
"Sniper","Visage","BountyHunter","Ursa","LegionCommander",33,2431,"win"
"Abaddon","Mirana","FacelessVoid","ArcWarden","VengefulSpirit",32,2072,"win"
"Invoker","Windranger","Omniknight","Juggernaut","PhantomAssassin",-32,2072,"lose"
"Alchemist","Morphling","FacelessVoid","Lich","Rubick",-21,1743,"lose"
"Pudge","PhantomAssassin","StormSpirit","Timbersaw","AncientApparition",21,1743,"win"
"Mirana","PhantomAssassin","Alchemist","Lina","Lifestealer",11,2538,"win"
"Pudge","Enigma","ShadowFiend","Slark","WitchDoctor",-11,2538,"lose"
"Dazzle","Windranger","Slark","Lifestealer","Pudge",39,3306,"win"
"PhantomAssassin","NightStalker","SandKing","Weaver","ArcWarden",-39,3306,"lose"
"Nature'sProphet","SpiritBreaker","Bloodseeker","BountyHunter","Riki",-8,2172,"lose"
"Axe","PhantomAssassin","Huskar","DrowRanger","Bane",8,2172,"win"
"Nature'sProphet","Timbersaw","StormSpirit","Mirana","PhantomAssassin",-28,2395,"lose"
"Zeus","Axe","NyxAssassin","Pudge","Medusa",28,2395,"win"
"ChaosKnight","Timbersaw","BountyHunter","Bloodseeker","Venomancer",25,2172,"win"
"Slardar","Zeus","PhantomAssassin","Riki","AncientApparition",-25,2172,"lose"
"Slark","Io","Dazzle","Pudge","Techies",23,1488,"win"
"Medusa","CrystalMaiden","Weaver","Bloodseeker","Morphling",-23,1488,"lose"
"Tiny","Enigma","Magnus","WitchDoctor","FacelessVoid",-16,2705,"lose"
"Kunkka","Pudge","ShadowFiend","Rubick","Slark",16,2705,"win"
"Invoker","Anti-Mage","Alchemist","Zeus","Juggernaut",-20,2410,"lose"
"Tidehunter","Weaver","OgreMagi","PhantomAssassin","Sven",20,2410,"win"
"FacelessVoid","Lion","WinterWyvern","Slark","TemplarAssassin",-18,1652,"lose"
"Luna","Rubick","ShadowDemon","Batrider","Invoker",18,1652,"win"
"Bloodseeker","PhantomAssassin","Juggernaut","StormSpirit","Pudge",-24,2299,"lose"
"Puck","ChaosKnight","Necrophos","Mirana","ShadowFiend",24,2299,"win"
"ShadowFiend","FacelessVoid","PhantomAssassin","Huskar","Lion",18,2285,"win"
"Pudge","LegionCommander","EmberSpirit","Anti-Mage","Lina",-18,2285,"lose"
"Meepo","Nature'sProphet","DrowRanger","Sniper","Sven",-38,2181,"lose"
"Invoker","PhantomAssassin","FacelessVoid","BountyHunter","Axe",38,2181,"win"
"Luna","ShadowFiend","Mirana","Pudge","Slark",7,3060,"lose"
"Riki","BountyHunter","CrystalMaiden","Sniper","Sven",-7,3060,"win"
"Dazzle","Abaddon","DrowRanger","NyxAssassin","Huskar",6,1904,"win"
"Juggernaut","Axe","Necrophos","Undying","QueenofPain",-6,1904,"lose"
"Spectre","KeeperoftheLight","Slardar","Doom","Puck",-16,2149,"lose"
"DeathProphet","Silencer","LegionCommander","PhantomAssassin","AncientApparition",16,2149,"win"
"LegionCommander","QueenofPain","Batrider","Lycan","Viper",0,250,"lose"
"Tusk","Beastmaster","Oracle","Pudge","Ursa",17,1282,"win"
"LegionCommander","Morphling","Riki","Juggernaut","BountyHunter",-17,1282,"lose"
"Sven","Tinker","Lion","Juggernaut","Broodmother",24,2595,"win"
"LegionCommander","Pudge","PhantomAssassin","Lich","Anti-Mage",-24,2595,"lose"
"Sniper","OutworldDevourer","Rubick","LegionCommander","Weaver",4,3276,"win"
"Warlock","Enigma","Lifestealer","Puck","Necrophos",-4,3276,"lose"
"AncientApparition","Anti-Mage","Clinkz","Venomancer","Pudge",23,2242,"win"
"Invoker","Axe","Mirana","PhantomLancer","Lion",-23,2242,"lose"
"Pudge","Juggernaut","StormSpirit","Axe","Necrophos",23,1402,"win"
"LegionCommander","Timbersaw","SandKing","PhantomAssassin","Anti-Mage",-23,1402,"lose"
"WitchDoctor","Viper","Kunkka","BountyHunter","SpiritBreaker",30,1736,"win"
"Slark","Bane","Chen","TrollWarlord","Invoker",-30,1736,"lose"
"Tidehunter","SpiritBreaker","LegionCommander","CrystalMaiden","Juggernaut",35,1950,"win"
"Alchemist","Pudge","Sniper","Axe","Abaddon",-35,1950,"lose"
"LegionCommander","Mirana","Sniper","Morphling","Alchemist",27,2408,"win"
"Viper","Kunkka","ShadowFiend","Anti-Mage","ShadowDemon",-27,2408,"lose"
"LegionCommander","PhantomAssassin","Mirana","Slardar","Batrider",29,3048,"win"
"StormSpirit","Silencer","NyxAssassin","ShadowDemon","DrowRanger",31,1652,"win"
"VengefulSpirit","Medusa","CentaurWarrunner","Enigma","Rubick",-31,1652,"lose"
"PhantomAssassin","Invoker","DrowRanger","CrystalMaiden","Zeus",-13,2265,"lose"
"Anti-Mage","LegionCommander","FacelessVoid","Mirana","Pudge",13,2265,"win"
"Luna","Sniper","VengefulSpirit","Zeus","Windranger",-7,3973,"lose"
"Lifestealer","ShadowFiend","Timbersaw","Sven","Axe",7,3973,"win"
"undefined","undefined","undefined","Warlock","undefined",0,0,"lose"
"TreantProtector","Mirana","Sven","Tinker","OutworldDevourer",20,2488,"win"
"ShadowShaman","Gyrocopter","DrowRanger","FacelessVoid","Zeus",-20,2488,"lose"
"LegionCommander","Spectre","Anti-Mage","Techies","CrystalMaiden",-26,2029,"lose"
"Juggernaut","ShadowFiend","TemplarAssassin","Riki","Earthshaker",26,2029,"win"
"Lion","Riki","Pudge","TreantProtector","WraithKing",11,3719,"lose"
"Mirana","Earthshaker","Ursa","Phoenix","Morphling",3,3518,"win"
"LegionCommander","DrowRanger","Bristleback","Alchemist","Lion",-3,3518,"lose"
"Tiny","ShadowFiend","ShadowShaman","Viper","LegionCommander",16,2160,"win"
"BountyHunter","NightStalker","Juggernaut","SkywrathMage","Huskar",-16,2160,"lose"
"Medusa","Sniper","Huskar","Kunkka","SpiritBreaker",29,2248,"win"
"Earthshaker","Zeus","EmberSpirit","TemplarAssassin","WraithKing",-29,2248,"lose"
"Windranger","Medusa","LegionCommander","Juggernaut","OgreMagi",11,2097,"win"
"NyxAssassin","QueenofPain","Slark","Anti-Mage","Jakiro",-11,2097,"lose"
"Riki","Slardar","ShadowFiend","WraithKing","Earthshaker",26,1913,"win"
"Luna","EmberSpirit","ElderTitan","Sniper","PhantomAssassin",-26,1913,"lose"
"Batrider","Alchemist","Abaddon","Lifestealer","Sven",6,2266,"win"
"Timbersaw","Gyrocopter","Necrophos","Axe","SandKing",-6,2266,"lose"
"DrowRanger","Rubick","Slardar","Lion","Anti-Mage",15,2424,"win"
"Invoker","Timbersaw","BountyHunter","VengefulSpirit","FacelessVoid",-15,2424,"lose"
